image_key,CONCEPT,PCguess,INDEX_RECORDED_TIMESTAMP,SVY_OPS,Transect Priority,NEW priority,MapLoc,Target RANSMPL (1/10),KF_USBL_LON,KF_USBL_LAT,SubstConc (17-7-19),IMAGE_NO,QUAD-Size,RANSEL_NO,RAN_SEL_STAT,"Selection round (1 orig sel, 2 replacement)",SelNo-NS replaced,COMMENTS,depth
045_0024,Solenosmilia matrix,100,29/11/2018 0:42,IN2018_V06_045,1,1,Hill K1,44,147.387065,-44.29283003,Coral reef substrate,24,5.676920952,17,QT,1,17,NA,1239.9
056_0149,Solenosmilia matrix,1,30/11/2018 19:18,IN2018_V06_056,fished,1c,Sisters,70,147.2458353,-44.27850716,Rock,149,9.14926985,58,QT,1,58,NA,1013
127_0079,Solenosmilia matrix,45,10/12/2018 4:13,IN2018_V06_127,1b,1b,z4,46,147.2261891,-44.21141004,Rock,79,2.646709251,90,QT-2,2,10,NA,1081.5
031_0198,Solenosmilia matrix,95,26/11/2018 23:35,IN2018_V06_031,1,1,Hill U,41,147.183972,-44.31597002,Coral reef substrate,198,4.879398252,21,QT,1,21,NA,1292.152876
125_0119,Solenosmilia matrix,80,9/12/2018 21:37,IN2018_V06_125,1a,1a,z16,36,147.0718893,-44.29140074,Coral reef substrate,119,7.315137032,49,QT-2,2,17,NA,1210.515625
042_0186,Solenosmilia matrix,5,28/11/2018 16:18,IN2018_V06_042,fished,1c,Sisters,81,147.2539713,-44.27287179,Rock,186,10.28622806,94,QT-2,2,62,NA,1034.54
051_0130,Solenosmilia matrix,1,30/11/2018 2:34,IN2018_V06_051,1,1,Hill K1,80,147.3894129,-44.29343266,Coral reef substrate,130,6.333693322,37,QT,1,37,NOT REPLACED,1337.64
032_0135,Solenosmilia matrix,70,27/11/2018 1:26,IN2018_V06_032,1,1,Hill U,55,147.1832812,-44.32193332,Coral reef substrate,135,8.881991391,14,QT,1,14,NA,1153.891667
148_0043,Solenosmilia matrix,15,12/12/2018 11:45,IN2018_V06_148,1,1,z96,12,147.3699701,-44.1762275,Coral rubble,43,4.888512156,21,QT,1,21,NA,1333.047325
113_0074,Solenosmilia matrix,10,8/12/2018 22:11,IN2018_V06_113,1a,1a,z16,33,147.0667139,-44.29351667,Coral reef substrate,74,3.353806196,22,QT,1,22,NA,NA
166_0027,Solenosmilia matrix,100,14/12/2018 15:02,IN2018_V06_166,1,1,z8,70,147.2868932,-44.20555744,Coral reef substrate,27,7.750166024,62,QT,1,62,NA,1005.825926
128_0094,Solenosmilia matrix,1,10/12/2018 5:46,IN2018_V06_128,1b,1b,Punch's Hill,22,147.1877331,-44.1865016,Coral rubble,94,12.4075131,51,QT-2,2,11,NA,934.54
146_0159,Solenosmilia matrix,10,12/12/2018 6:42,IN2018_V06_146,1,1,z5,72,147.28576,-44.24524249,Coral reef substrate,159,8.749343969,22,QT,1,22,NA,1415.5375
062_0114,Solenosmilia matrix,100,1/12/2018 10:53,IN2018_V06_062,1a,1a,z16,39,147.0683164,-44.28718032,Coral reef substrate,114,7.375770611,7,QT,1,7,NA,1168.55
059_0492,Solenosmilia matrix,50,1/12/2018 4:49,IN2018_V06_059,fished,1c,Sisters,56,147.2244392,-44.26158791,Coral rubble,492,10.83108251,82,QT-2,2,18,NA,1268.314286
127_0071,Solenosmilia matrix,70,10/12/2018 4:12,IN2018_V06_127,1b,1b,z4,46,147.2264679,-44.21147552,Coral reef substrate,71,8.091874323,58,QT,1,58,NA,1069.3
057_0037,Enallopsammia matrix,20,30/11/2018 21:43,IN2018_V06_057,fished,1c,Sisters,67,147.2380192,-44.26663219,Rock,37,5.668499101,7,QT,1,7,NA,881.9333333
150_0240,Solenosmilia matrix,20,12/12/2018 17:37,IN2018_V06_150,4 - fished?,3,Atoll,78,147.5213074,-44.17683806,Rock,240,1.842906706,20,QT,1,20,NA,1340.293333
064_0200,Solenosmilia matrix,40,1/12/2018 15:58,IN2018_V06_064,1a,1a,z16,37,147.0617282,-44.29369776,Coral reef substrate,200,4.39337949,22,QT,1,22,NA,1350.33
125_0152,Solenosmilia matrix,100,9/12/2018 21:40,IN2018_V06_125,1a,1a,z16,36,147.0728795,-44.29168052,Coral reef substrate,152,9.050945893,61,QT-2,2,21,NA,1257.975
045_0151,Solenosmilia matrix,25,29/11/2018 0:52,IN2018_V06_045,1,1,Hill K1,44,147.3889423,-44.29023045,Coral rubble,151,8.294711043,75,QT-2,2,11,NA,1398.76
091_0408,Solenosmilia matrix,2,6/12/2018 16:15,IN2018_V06_091,1b,1b,Main Matt,95,146.1980409,-44.20598345,cobble - boulder,408,2.74880815,179,QT-2,2,51,NA,960.4
059_0453,Solenosmilia matrix,80,1/12/2018 4:46,IN2018_V06_059,fished,1c,Sisters,56,147.2256604,-44.26203363,Coral rubble,453,3.586542829,22,QT,1,22,NA,1273.775
046_0506,Solenosmilia matrix,1,29/11/2018 6:01,IN2018_V06_046,4 - fished?,1c,Sisters,67,147.2413667,-44.25563006,Coral rubble,506,8.274447853,33,QT,1,33,NA,1324.433333
119_0037,Solenosmilia matrix,100,9/12/2018 9:39,IN2018_V06_119,1,1,z20,24,147.2056464,-44.27873226,Coral reef substrate,37,8.201883115,27,QT,1,27,NA,1125.944444
041_0192,Solenosmilia matrix,95,28/11/2018 13:30,IN2018_V06_041,1,1,z16,50,147.0633297,-44.28859844,Coral reef substrate,192,13.12641884,59,QT-2,2,27,NA,1237.885714
082_0211,Solenosmilia matrix,100,5/12/2018 11:42,IN2018_V06_082,1,1,Hill K1,41,147.3917477,-44.29702428,Coral reef substrate,211,3.577079994,30,QT,1,30,NA,1439.757143
061_0158,Solenosmilia matrix,1,1/12/2018 8:18,IN2018_V06_061,1,1,Hill U,38,147.1747702,-44.3237751,Rock,158,5.6583802,13,QT,1,13,NA,1273.475
041_0134,Solenosmilia matrix,60,28/11/2018 13:25,IN2018_V06_041,1,1,z16,50,147.0649758,-44.28839052,Coral reef substrate,134,7.991974232,23,QT,1,23,NA,1181.7
032_0005,Solenosmilia matrix,100,27/11/2018 1:15,IN2018_V06_032,1,1,Hill U,55,147.1800886,-44.32329347,Coral reef substrate,5,11.44234808,18,QT,1,18,NA,1110.688889
091_0870,Solenosmilia matrix,10,6/12/2018 16:55,IN2018_V06_091,1b,1b,Main Matt,95,146.2026625,-44.19561343,Barnacle plates,870,4.715420936,20,QT,1,20,NA,1153.73
127_0123,Solenosmilia matrix,30,10/12/2018 4:17,IN2018_V06_127,1b,1b,z4,46,147.2245293,-44.21095007,Coral rubble,123,3.048376322,50,QT,1,50,NA,1148.9
127_0179,Solenosmilia matrix,25,10/12/2018 4:22,IN2018_V06_127,1b,1b,z4,46,147.2222119,-44.21035619,Rock,179,1.554093837,16,QT,1,16,NA,1223.9
042_0356,Solenosmilia matrix,2,28/11/2018 16:32,IN2018_V06_042,fished,1c,Sisters,81,147.2577494,-44.26987337,Rock,356,8.753562484,16,QT,1,16,NA,1152.03
118_0112,Solenosmilia matrix,1,9/12/2018 8:38,IN2018_V06_118,1,1,z34,44,147.1740146,-44.28014905,Coral rubble,112,4.99520265,21,QT,1,21,NA,1303.5675
062_0132,Solenosmilia matrix,100,1/12/2018 10:55,IN2018_V06_062,1a,1a,z16,39,147.0682371,-44.28676924,Coral reef substrate,132,10.38519588,31,QT,1,31,NA,1183.233333
118_0283,Solenosmilia matrix,2,9/12/2018 8:53,IN2018_V06_118,1,1,z34,44,147.181205,-44.28051579,Rock,283,3.654768945,15,QT,1,15,NA,1374.42
082_0230,Solenosmilia matrix,100,5/12/2018 11:44,IN2018_V06_082,1,1,Hill K1,41,147.3922801,-44.29728191,Coral reef substrate,230,4.917248595,6,QT,1,6,NA,1461.198571
041_0048,Solenosmilia matrix,100,28/11/2018 13:18,IN2018_V06_041,1,1,z16,50,147.067182,-44.28833558,Coral reef substrate,48,4.771529091,13,QT,1,13,NA,1089.877778
082_0192,Solenosmilia matrix,40,5/12/2018 11:41,IN2018_V06_082,1,1,Hill K1,41,147.3911307,-44.29669814,Coral reef substrate,192,6.583411746,27,QT,1,27,NA,1457.76
031_0083,Solenosmilia matrix,50,26/11/2018 23:25,IN2018_V06_031,1,1,Hill U,41,147.1838269,-44.31977212,Coral reef substrate,83,11.43007911,3,QT,1,3,NA,1191.475
168_0232,Solenosmilia matrix,75,14/12/2018 20:21,IN2018_V06_168,1b,1b,z4,37,147.242189,-44.21159861,Coral reef substrate,232,11.65888537,82,QT-2,2,18,NA,1115.042857
064_0245,Solenosmilia matrix,50,1/12/2018 16:02,IN2018_V06_064,1a,1a,z16,37,147.0605365,-44.29423905,Coral reef substrate,245,2.9842908,26,QT,1,26,NA,1411.37
125_0064,Solenosmilia matrix,100,9/12/2018 21:32,IN2018_V06_125,1a,1a,z16,36,147.07026,-44.29098556,Coral reef substrate,64,1.131025869,59,QT-2,2,27,NA,1128.025
100_0519,Solenosmilia matrix,20,7/12/2018 16:10,IN2018_V06_100,1,1,slope,59,146.349699,-44.17572732,Coral reef substrate,519,4.879583804,43,QT,1,43,NA,1342.857143
041_0017,Solenosmilia matrix,100,28/11/2018 13:15,IN2018_V06_041,1,1,z16,50,147.0678939,-44.2883671,Coral reef substrate,17,5.958734867,5,QT,1,5,NA,1066.2125
168_0291,Solenosmilia matrix,25,14/12/2018 20:26,IN2018_V06_168,1b,1b,z4,37,147.244104,-44.21131253,Coral reef substrate,291,2.468308077,32,QT,1,32,NA,1193.66
114_0165,Solenosmilia matrix,100,9/12/2018 0:22,IN2018_V06_114,1a,1a,z16,35,147.0702861,-44.29496667,Coral reef substrate,165,10.28991027,23,QT,1,23,NA,NA
057_0079,Enallopsammia matrix,25,30/11/2018 21:47,IN2018_V06_057,fished,1c,Sisters,67,147.2367571,-44.26675116,Coral reef substrate,79,12.52975927,15,QT,1,15,NA,917.4888889
045_0203,Solenosmilia matrix,5,29/11/2018 0:57,IN2018_V06_045,1,1,Hill K1,44,147.3897929,-44.28911816,Coral rubble,203,9.453903078,15,QT,1,15,NA,1468.18
064_0148,Solenosmilia matrix,100,1/12/2018 15:53,IN2018_V06_064,1a,1a,z16,37,147.0631318,-44.29304678,Coral reef substrate,148,4.8900644,43,QT-2,2,11,NA,1262.3
025_0529,Solenosmilia matrix,1,26/11/2018 10:47,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,529,13.59500138,51,QT,1,51,NA,1007.5
060_0081,Solenosmilia matrix,100,1/12/2018 5:23,IN2018_V06_060,1,1,Little Sister (z56),38,147.212776,-44.25374423,Coral reef substrate,81,7.807307752,16,QT,1,16,NA,1215.942857
059_0349,Solenosmilia matrix,50,1/12/2018 4:36,IN2018_V06_059,fished,1c,Sisters,56,147.2286127,-44.26306792,Coral reef substrate,349,2.93266995,16,QT,1,16,NA,1239.992857
062_0373,Solenosmilia matrix,1,1/12/2018 11:15,IN2018_V06_062,1a,1a,z16,39,147.0664133,-44.28130531,Coral rubble,373,9.561626627,36,QT,1,36,NA,1403.205556
045_0065,Solenosmilia matrix,100,29/11/2018 0:45,IN2018_V06_045,1,1,Hill K1,44,147.3876824,-44.29197594,Coral reef substrate,65,12.15092016,5,QT,1,5,NA,1270.4
063_0299,Solenosmilia matrix,5,1/12/2018 13:35,IN2018_V06_063,1a,1a,z16,43,147.0665519,-44.28370357,Coral reef substrate,299,3.359823012,16,QT,1,16,NA,1393.8
059_0345,Solenosmilia matrix,60,1/12/2018 4:36,IN2018_V06_059,fished,1c,Sisters,56,147.2287188,-44.26310341,Coral reef substrate,345,7.883443216,4,QT,1,4,NA,1236.65
082_0313,Solenosmilia matrix,70,5/12/2018 11:51,IN2018_V06_082,1,1,Hill K1,41,147.3948322,-44.29856319,Coral reef substrate,313,4.689117401,32,QT,1,32,NA,1482
118_0169,Solenosmilia matrix,20,9/12/2018 8:43,IN2018_V06_118,1,1,z34,44,147.1762798,-44.28020465,Coral reef substrate,169,6.221821832,3,QT,1,3,NA,1319.788
041_0103,Solenosmilia matrix,100,28/11/2018 13:22,IN2018_V06_041,1,1,z16,50,147.0658015,-44.28834144,Coral reef substrate,103,12.93879748,33,QT,1,33,NA,1146.84
031_0230,Solenosmilia matrix,98,26/11/2018 23:38,IN2018_V06_031,1,1,Hill U,41,147.183976,-44.31526338,Coral reef substrate,230,7.375770611,40,QT,1,40,NA,1307.92
063_0179,Solenosmilia matrix,100,1/12/2018 13:24,IN2018_V06_063,1a,1a,z16,43,147.0673082,-44.28611612,Coral reef substrate,179,11.89348341,25,QT,1,25,NA,1234.1
150_0505,Solenosmilia matrix,1,12/12/2018 18:00,IN2018_V06_150,4 - fished?,3,Atoll,78,147.526572,-44.17191128,Coral rubble,505,4.6224441,71,QT,1,71,NA,1507.234286
127_0027,Solenosmilia matrix,100,10/12/2018 4:09,IN2018_V06_127,1b,1b,z4,46,147.2281103,-44.21183753,Coral reef substrate,27,4.778783998,38,QT,1,38,NA,1007
052_0076,Solenosmilia matrix,5,30/11/2018 6:32,IN2018_V06_052,1,1,Hill K1,48,147.3857873,-44.29421092,Coral reef substrate,76,5.282274822,27,QT,1,27,NA,1319.691111
125_0036,Solenosmilia matrix,100,9/12/2018 21:30,IN2018_V06_125,1a,1a,z16,36,147.0693612,-44.29081756,Coral reef substrate,36,7.545629919,31,QT,1,31,NA,1069.9
060_0022,Coral reef substrate,100,1/12/2018 5:18,IN2018_V06_060,1,1,Little Sister (z56),38,147.21399160000001,-44.25474147,Coral reef substrate,22,12.13799819,20,QT,1,20,NA,1109.3
128_0175,Solenosmilia matrix,5,10/12/2018 5:53,IN2018_V06_128,1b,1b,Punch's Hill,22,147.18743,-44.18455056,Coral rubble,175,14.72502478,48,QT-2,2,16,NA,1053.44
114_0031,Solenosmilia matrix,100,9/12/2018 0:10,IN2018_V06_114,1a,1a,z16,35,147.0680222,-44.29173333,Coral reef substrate,31,9.619314656,33,QT,1,33,NA,NA
060_0002,Coral reef substrate,100,1/12/2018 5:16,IN2018_V06_060,1,1,Little Sister (z56),38,147.21440810000001,-44.25511558,Coral reef substrate,2,11.34640824,36,QT,1,36,NA,1083.8775
125_0340,Solenosmilia matrix,1,9/12/2018 21:56,IN2018_V06_125,1a,1a,z16,36,147.0799255,-44.29339593,Coral rubble,340,3.247874379,54,QT-2,2,38,NA,1410.4
128_0196,Coral reef substrate,15,10/12/2018 5:55,IN2018_V06_128,1b,1b,Punch's Hill,22,147.1873939,-44.18401689,Coral rubble,196,9.490995917,36,QT-2,2,20,NA,1091.693333
182_0657,Solenosmilia matrix,1,17/12/2018 1:38,IN2018_V06_182,1b,1b,St Helens,66,148.7371289,-41.23655363,Pebble - gravel,657,4.169817092,NA,QT-2,2,48,MG-Q,934.8
150_0669,Solenosmilia matrix,5,12/12/2018 18:14,IN2018_V06_150,4 - fished?,3,Atoll,78,147.5293496,-44.16859638,Coral rubble,669,3.654229853,125,QT-2,2,61,NA,1494.777778
147_0342,Solenosmilia matrix,15,12/12/2018 11:07,IN2018_V06_147,1,1,New 1,57,147.3531492,-44.18436249,cobble - boulder,342,6.341124749,51,QT,1,51,NA,1330.943478
063_0379,Solenosmilia matrix,1,1/12/2018 13:42,IN2018_V06_063,1a,1a,z16,43,147.0658369,-44.28195302,Coral rubble,379,5.856133803,10,QT,1,10,NA,1405.3
127_0187,Solenosmilia matrix,5,10/12/2018 4:23,IN2018_V06_127,1b,1b,z4,46,147.2217016,-44.21022388,Coral rubble,187,3.426478656,48,QT,1,48,NA,1235.9
063_0080,Solenosmilia matrix,100,1/12/2018 13:16,IN2018_V06_063,1a,1a,z16,43,147.0677438,-44.28799984,Coral reef substrate,80,12.92582975,55,QT-2,2,15,replace?,1101.15
116_0079,Solenosmilia matrix,100,9/12/2018 3:13,IN2018_V06_116,1,1,Hill U,83,147.1799173,-44.32378623,Coral reef substrate,79,9.392232856,42,QT,1,42,NA,1116.76
098_0103,Solenosmilia matrix,100,7/12/2018 7:59,IN2018_V06_098,1,1,z110,74,146.1931131,-44.2659155,Coral reef substrate,103,5.408903747,29,QT,1,29,NA,1345.3
059_0045,Enallopsammia matrix,70,1/12/2018 4:10,IN2018_V06_059,fished,1c,Sisters,56,147.2367941,-44.26468786,Coral reef substrate,45,11.90823459,51,QT,1,51,NA,875
060_0140,Solenosmilia matrix,100,1/12/2018 5:28,IN2018_V06_060,1,1,Little Sister (z56),38,147.211682,-44.25284626,Coral reef substrate,140,5.210481892,30,QT,1,30,NA,1287.36875
113_0200,Solenosmilia matrix,15,8/12/2018 22:22,IN2018_V06_113,1a,1a,z16,33,147.0620583,-44.29528611,Coral rubble,200,3.948924096,33,QT,1,33,NA,NA
054_0292,Solenosmilia matrix,40,30/11/2018 13:50,IN2018_V06_054,1,1,Hill K1,48,147.3800361,-44.2876324,Rock,292,10.41787299,38,QT,1,38,NA,1509.07
118_0054,Solenosmilia matrix,80,9/12/2018 8:34,IN2018_V06_118,1,1,z34,44,147.17202,-44.28010038,Coral reef substrate,54,3.520036383,9,QT,1,9,NA,1216.52
166_0181,Solenosmilia matrix,25,14/12/2018 15:15,IN2018_V06_166,1,1,z8,70,147.291534,-44.20350029,Coral rubble,181,4.602123306,48,QT,1,48,NA,1284.951429
082_0293,Solenosmilia matrix,30,5/12/2018 11:49,IN2018_V06_082,1,1,Hill K1,41,147.3941999,-44.2981705,Coral reef substrate,293,4.991274301,26,QT,1,26,NA,1485.289286
095_0184,Solenosmilia matrix,25,7/12/2018 1:16,IN2018_V06_095,1,1,z99,66,146.2308678,-44.26602878,Coral rubble,184,6.665427899,37,QT,1,37,NA,1421.2
040_0567,Solenosmilia matrix,2,28/11/2018 10:38,IN2018_V06_040,fished,1c,Pedra,80,147.0829069,-44.25629653,Rock,567,10.62057912,8,QT,1,8,NA,1088
119_0041,Solenosmilia matrix,100,9/12/2018 9:40,IN2018_V06_119,1,1,z20,24,147.205765,-44.27872887,Coral reef substrate,41,13.57017615,11,QT,1,11,NA,1127.88
060_0294,Solenosmilia matrix,95,1/12/2018 5:41,IN2018_V06_060,1,1,Little Sister (z56),38,147.2081392,-44.25004802,Coral reef substrate,294,6.223118966,7,QT,1,7,NA,1273.522222
116_0040,Solenosmilia matrix,95,9/12/2018 3:10,IN2018_V06_116,1,1,Hill U,83,147.1813659,-44.3232181,Coral reef substrate,40,8.196133426,66,QT,1,66,NA,1147.02
166_0170,Solenosmilia matrix,5,14/12/2018 15:14,IN2018_V06_166,1,1,z8,70,147.291233,-44.20362209,Rock,170,9.793726437,106,QT-2,2,42,NA,1268.054286
082_0370,Solenosmilia matrix,70,5/12/2018 11:56,IN2018_V06_082,1,1,Hill K1,41,147.3969091,-44.29964456,Coral reef substrate,370,1.465760591,20,QT,1,20,NA,1474.1625
150_0560,Solenosmilia matrix,1,12/12/2018 18:04,IN2018_V06_150,4 - fished?,3,Atoll,78,147.5273206,-44.17089058,Coral rubble,560,4.302392757,143,QT-2,2,15,NA,1508.696627
